#Fusion Locus Fused/NoFused Arm Telomere Terminal/InternalTEL GenDistToTEL DisplacementFromNEwrtWT
LC_IV_XV_XVI_cen16 chr14_16_144000_153600 NoFused armL TELL14 TerminalTEL 148800 -6.442
LC_IV_XV_XVI_cen16 chr14_17_153600_163200 NoFused armL TELL14 TerminalTEL 158400 -5.198
LC_IV_XV_XVI_cen16 chr14_18_163200_172800 NoFused armL TELL14 TerminalTEL 168000 -4.503
LC_IV_XV_XVI_cen16 chr14_19_172800_182400 NoFused armL TELL14 TerminalTEL 177600 -4.376
LC_IV_XV_XVI_cen16 chr14_20_182400_192000 NoFused armL TELL14 TerminalTEL 187200 -4.105
LC_IV_XV_XVI_cen16 chr14_21_192000_201600 NoFused armL TELL14 TerminalTEL 196800 -3.817
LC_IV_XV_XVI_cen16 chr14_22_201600_211200 NoFused armL TELL14 TerminalTEL 206400 -3.302
LC_IV_XV_XVI_cen16 chr14_23_211200_220800 NoFused armL TELL14 TerminalTEL 216000 -3.633
LC_IV_XV_XVI_cen16 chr14_24_220800_230400 NoFused armL TELL14 TerminalTEL 225600 -3.945
LC_IV_XV_XVI_cen16 chr14_25_230400_240000 NoFused armL TELL14 TerminalTEL 235200 -4.766
LC_IV_XV_XVI_cen16 chr14_26_240000_249600 NoFused armL TELL14 TerminalTEL 244800 -5.339
LC_IV_XV_XVI_cen16 chr14_27_249600_259200 NoFused armL TELL14 TerminalTEL 254400 -5.956
LC_IV_XV_XVI_cen16 chr14_28_259200_268800 NoFused armL TELL14 TerminalTEL 264000 -5.613
LC_IV_XV_XVI_cen16 chr14_29_268800_278400 NoFused armL TELL14 TerminalTEL 273600 -5.027
LC_IV_XV_XVI_cen16 chr14_30_278400_288000 NoFused armL TELL14 TerminalTEL 283200 -4.976
LC_IV_XV_XVI_cen16 chr14_31_288000_297600 NoFused armL TELL14 TerminalTEL 292800 -5.038
LC_IV_XV_XVI_cen16 chr14_32_297600_307200 NoFused armL TELL14 TerminalTEL 302400 -5.672
LC_IV_XV_XVI_cen16 chr14_33_307200_316800 NoFused armL TELL14 TerminalTEL 312000 -4.489
LC_IV_XV_XVI_cen16 chr14_34_316800_326400 NoFused armL TELL14 TerminalTEL 321600 -3.947
LC_IV_XV_XVI_cen16 chr14_35_326400_336000 NoFused armL TELL14 TerminalTEL 331200 -3.917
LC_IV_XV_XVI_cen16 chr14_36_336000_345600 NoFused armL TELL14 TerminalTEL 340800 -3.63
LC_IV_XV_XVI_cen16 chr14_37_345600_355200 NoFused armL TELL14 TerminalTEL 350400 -3.367
LC_IV_XV_XVI_cen16 chr14_38_355200_364800 NoFused armL TELL14 TerminalTEL 360000 -2.542
LC_IV_XV_XVI_cen16 chr14_39_364800_374400 NoFused armL TELL14 TerminalTEL 369600 -2.301
LC_IV_XV_XVI_cen16 chr14_40_374400_384000 NoFused armL TELL14 TerminalTEL 379200 -3.049
LC_IV_XV_XVI_cen16 chr14_41_384000_393600 NoFused armL TELL14 TerminalTEL 388800 -2.551
LC_IV_XV_XVI_cen16 chr14_42_393600_403200 NoFused armL TELL14 TerminalTEL 398400 -1.585
LC_IV_XV_XVI_cen16 chr14_43_403200_412800 NoFused armL TELL14 TerminalTEL 408000 -1.063
LC_IV_XV_XVI_cen16 chr14_44_412800_422400 NoFused armL TELL14 TerminalTEL 417600 -0.345
LC_IV_XV_XVI_cen16 chr14_45_422400_432000 NoFused armL TELL14 TerminalTEL 427200 1.157
LC_IV_XV_XVI_cen16 chr14_46_432000_441600 NoFused armL TELL14 TerminalTEL 436800 2.333
LC_IV_XV_XVI_cen16 chr14_47_441600_451200 NoFused armL TELL14 TerminalTEL 446400 2.318
LC_IV_XV_XVI_cen16 chr14_48_451200_460800 NoFused armL TELL14 TerminalTEL 456000 2.36
LC_IV_XV_XVI_cen16 chr14_49_460800_470400 NoFused armL TELL14 TerminalTEL 465600 2.166
LC_IV_XV_XVI_cen16 chr14_50_470400_480000 NoFused armL TELL14 TerminalTEL 475200 2.052
LC_IV_XV_XVI_cen16 chr14_51_480000_489600 NoFused armL TELL14 TerminalTEL 484800 1.963
LC_IV_XV_XVI_cen16 chr14_52_489600_499200 NoFused armL TELL14 TerminalTEL 494400 3.346
LC_IV_XV_XVI_cen16 chr14_53_499200_508800 NoFused armL TELL14 TerminalTEL 504000 4.065
LC_IV_XV_XVI_cen16 chr14_54_508800_518400 NoFused armL TELL14 TerminalTEL 513600 4.224
LC_IV_XV_XVI_cen16 chr14_55_518400_528000 NoFused armL TELL14 TerminalTEL 523200 4.426
LC_IV_XV_XVI_cen16 chr14_56_528000_537600 NoFused armL TELL14 TerminalTEL 532800 4.704
LC_IV_XV_XVI_cen16 chr14_57_537600_547200 NoFused armL TELL14 TerminalTEL 542400 4.494
LC_IV_XV_XVI_cen16 chr14_58_547200_556800 NoFused armL TELL14 TerminalTEL 552000 4.136
LC_IV_XV_XVI_cen16 chr14_59_556800_566400 NoFused armL TELL14 TerminalTEL 561600 4.097
LC_IV_XV_XVI_cen16 chr14_60_566400_576000 NoFused armL TELL14 TerminalTEL 571200 4.425
LC_IV_XV_XVI_cen16 chr14_61_576000_585600 NoFused armL TELL14 TerminalTEL 580800 4.597
LC_IV_XV_XVI_cen16 chr14_62_585600_595200 NoFused armL TELL14 TerminalTEL 590400 4.95
LC_IV_XV_XVI_cen16 chr14_63_595200_604800 NoFused armL TELL14 TerminalTEL 600000 4.679
LC_IV_XV_XVI_cen16 chr14_64_604800_614400 NoFused armL TELL14 TerminalTEL 609600 4.426
LC_IV_XV_XVI_cen16 chr14_65_614400_624000 NoFused armL TELL14 TerminalTEL 619200 4.205
LC_IV_XV_XVI_cen16 chr14_66_624000_633600 NoFused armR TELR14 TerminalTEL 158400 4.409
LC_IV_XV_XVI_cen16 chr14_67_633600_643200 NoFused armR TELR14 TerminalTEL 148800 4.593
LC_IV_XV_XVI_cen16 chr14_68_643200_652800 NoFused armR TELR14 TerminalTEL 139200 5.056
LC_IV_XV_XVI_cen16 chr14_69_652800_662400 NoFused armR TELR14 TerminalTEL 129600 5.351
LC_IV_XV_XVI_cen16 chr14_70_662400_672000 NoFused armR TELR14 TerminalTEL 120000 5.747
LC_IV_XV_XVI_cen16 chr14_71_672000_681600 NoFused armR TELR14 TerminalTEL 110400 5.986
LC_IV_XV_XVI_cen16 chr14_72_681600_691200 NoFused armR TELR14 TerminalTEL 100800 5.967
LC_IV_XV_XVI_cen16 chr14_73_691200_700800 NoFused armR TELR14 TerminalTEL 91200 5.584
LC_IV_XV_XVI_cen16 chr14_74_700800_710400 NoFused armR TELR14 TerminalTEL 81600 5.064
LC_IV_XV_XVI_cen16 chr14_75_710400_720000 NoFused armR TELR14 TerminalTEL 72000 3.885
LC_IV_XV_XVI_cen16 chr14_76_720000_729600 NoFused armR TELR14 TerminalTEL 62400 3.62
LC_IV_XV_XVI_cen16 chr14_77_729600_739200 NoFused armR TELR14 TerminalTEL 52800 4.175
LC_IV_XV_XVI_cen16 chr14_78_739200_748800 NoFused armR TELR14 TerminalTEL 43200 4.024
LC_IV_XV_XVI_cen16 chr14_79_748800_758400 NoFused armR TELR14 TerminalTEL 33600 4.074
LC_IV_XV_XVI_cen16 chr14_80_758400_768000 NoFused armR TELR14 TerminalTEL 24000 7.158
LC_IV_XV_XVI_cen16 chr14_81_768000_777600 NoFused armR TELR14 TerminalTEL 14400 8.632
LC_IV_XV_XVI_cen16 chr14_82_777600_787200 NoFused armR TELR14 TerminalTEL 4800 8.606
LC_IV_XV_XVI_cen16 chr15_1_0_9600 Donor armL TELL15 InternalTEL 4800 159.961
LC_IV_XV_XVI_cen16 chr15_2_9600_19200 Donor armL TELL15 InternalTEL 14400 139.317
LC_IV_XV_XVI_cen16 chr15_3_19200_28800 Donor armL TELL15 InternalTEL 24000 118.935
LC_IV_XV_XVI_cen16 chr15_4_28800_38400 Donor armL TELL15 InternalTEL 33600 105.574
LC_IV_XV_XVI_cen16 chr15_5_38400_48000 Donor armL TELL15 InternalTEL 43200 95.038
LC_IV_XV_XVI_cen16 chr15_6_48000_57600 Donor armL TELL15 InternalTEL 52800 84.991
LC_IV_XV_XVI_cen16 chr15_7_57600_67200 Donor armL TELL15 InternalTEL 62400 75.969
LC_IV_XV_XVI_cen16 chr15_8_67200_76800 Donor armL TELL15 InternalTEL 72000 67.579
LC_IV_XV_XVI_cen16 chr15_9_76800_86400 Donor armL TELL15 InternalTEL 81600 59.826
LC_IV_XV_XVI_cen16 chr15_10_86400_96000 Donor armL TELL15 InternalTEL 91200 52.813
LC_IV_XV_XVI_cen16 chr15_11_96000_105600 Donor armL TELL15 InternalTEL 100800 46.416
LC_IV_XV_XVI_cen16 chr15_12_105600_115200 Donor armL TELL15 InternalTEL 110400 40.799
LC_IV_XV_XVI_cen16 chr15_13_115200_124800 Donor armL TELL15 InternalTEL 120000 35.847
LC_IV_XV_XVI_cen16 chr15_14_124800_134400 Donor armL TELL15 InternalTEL 129600 31.343
LC_IV_XV_XVI_cen16 chr15_15_134400_144000 Donor armL TELL15 InternalTEL 139200 27.544
LC_IV_XV_XVI_cen16 chr15_16_144000_153600 Donor armL TELL15 InternalTEL 148800 24.657
LC_IV_XV_XVI_cen16 chr15_17_153600_163200 Donor armL TELL15 InternalTEL 158400 22.563
LC_IV_XV_XVI_cen16 chr15_18_163200_172800 Donor armL TELL15 InternalTEL 168000 21.121
LC_IV_XV_XVI_cen16 chr15_19_172800_182400 Donor armL TELL15 InternalTEL 177600 20.128
LC_IV_XV_XVI_cen16 chr15_20_182400_192000 Donor armL TELL15 InternalTEL 187200 19.192
LC_IV_XV_XVI_cen16 chr15_21_192000_201600 Donor armL TELL15 InternalTEL 196800 19.986
LC_IV_XV_XVI_cen16 chr15_22_201600_211200 Donor armL TELL15 InternalTEL 206400 22.705
LC_IV_XV_XVI_cen16 chr15_23_211200_220800 Donor armL TELL15 InternalTEL 216000 25.689
LC_IV_XV_XVI_cen16 chr15_24_220800_230400 Donor armL TELL15 InternalTEL 225600 30.187
LC_IV_XV_XVI_cen16 chr15_25_230400_240000 Donor armL TELL15 InternalTEL 235200 36.664
LC_IV_XV_XVI_cen16 chr15_26_240000_249600 Donor armL TELL15 InternalTEL 244800 44.195
LC_IV_XV_XVI_cen16 chr15_27_249600_259200 Donor armL TELL15 InternalTEL 254400 53.318
LC_IV_XV_XVI_cen16 chr15_28_259200_268800 Donor armL TELL15 InternalTEL 264000 64.559
LC_IV_XV_XVI_cen16 chr15_29_268800_278400 Donor armL TELL15 InternalTEL 273600 77.508
LC_IV_XV_XVI_cen16 chr15_30_278400_288000 Donor armL TELL15 InternalTEL 283200 92.73
LC_IV_XV_XVI_cen16 chr15_31_288000_297600 Donor armL TELL15 InternalTEL 292800 109.525
LC_IV_XV_XVI_cen16 chr15_32_297600_307200 Donor armL TELL15 InternalTEL 302400 127.955
LC_IV_XV_XVI_cen16 chr15_33_307200_316800 Donor armL TELL15 InternalTEL 312000 147.019
LC_IV_XV_XVI_cen16 chr15_34_316800_326400 Donor armL TELL15 InternalTEL 321600 165.356
LC_IV_XV_XVI_cen16 chr15_35_326400_336000 Donor armR TELR15 InternalTEL 763200 168.14
LC_IV_XV_XVI_cen16 chr15_36_336000_345600 Donor armR TELR15 InternalTEL 753600 149.204
LC_IV_XV_XVI_cen16 chr15_37_345600_355200 Donor armR TELR15 InternalTEL 744000 126.823
LC_IV_XV_XVI_cen16 chr15_38_355200_364800 Donor armR TELR15 InternalTEL 734400 105.757
LC_IV_XV_XVI_cen16 chr15_39_364800_374400 Donor armR TELR15 InternalTEL 724800 85.94
LC_IV_XV_XVI_cen16 chr15_40_374400_384000 Donor armR TELR15 InternalTEL 715200 67.772
LC_IV_XV_XVI_cen16 chr15_41_384000_393600 Donor armR TELR15 InternalTEL 705600 51.662
LC_IV_XV_XVI_cen16 chr15_42_393600_403200 Donor armR TELR15 InternalTEL 696000 38.185
LC_IV_XV_XVI_cen16 chr15_43_403200_412800 Donor armR TELR15 InternalTEL 686400 26.001
LC_IV_XV_XVI_cen16 chr15_44_412800_422400 Donor armR TELR15 InternalTEL 676800 15.416
LC_IV_XV_XVI_cen16 chr15_45_422400_432000 Donor armR TELR15 InternalTEL 667200 6.529
LC_IV_XV_XVI_cen16 chr15_46_432000_441600 Donor armR TELR15 InternalTEL 657600 -1.596
LC_IV_XV_XVI_cen16 chr15_47_441600_451200 Donor armR TELR15 InternalTEL 648000 -8.692
LC_IV_XV_XVI_cen16 chr15_48_451200_460800 Donor armR TELR15 InternalTEL 638400 -15.399
LC_IV_XV_XVI_cen16 chr15_49_460800_470400 Donor armR TELR15 InternalTEL 628800 -21.823
LC_IV_XV_XVI_cen16 chr15_50_470400_480000 Donor armR TELR15 InternalTEL 619200 -26.742
LC_IV_XV_XVI_cen16 chr15_51_480000_489600 Donor armR TELR15 InternalTEL 609600 -29.707
LC_IV_XV_XVI_cen16 chr15_52_489600_499200 Donor armR TELR15 InternalTEL 600000 -32.407
LC_IV_XV_XVI_cen16 chr15_53_499200_508800 Donor armR TELR15 InternalTEL 590400 -34.586
LC_IV_XV_XVI_cen16 chr15_54_508800_518400 Donor armR TELR15 InternalTEL 580800 -36.351
LC_IV_XV_XVI_cen16 chr15_55_518400_528000 Donor armR TELR15 InternalTEL 571200 -36.677
LC_IV_XV_XVI_cen16 chr15_56_528000_537600 Donor armR TELR15 InternalTEL 561600 -36.056
LC_IV_XV_XVI_cen16 chr15_57_537600_547200 Donor armR TELR15 InternalTEL 552000 -35.552
LC_IV_XV_XVI_cen16 chr15_58_547200_556800 Donor armR TELR15 InternalTEL 542400 -34.741
LC_IV_XV_XVI_cen16 chr15_59_556800_566400 Donor armR TELR15 InternalTEL 532800 -32.945
LC_IV_XV_XVI_cen16 chr15_60_566400_576000 Donor armR TELR15 InternalTEL 523200 -30.995
LC_IV_XV_XVI_cen16 chr15_61_576000_585600 Donor armR TELR15 InternalTEL 513600 -28.65
LC_IV_XV_XVI_cen16 chr15_62_585600_595200 Donor armR TELR15 InternalTEL 504000 -26.756
LC_IV_XV_XVI_cen16 chr15_63_595200_604800 Donor armR TELR15 InternalTEL 494400 -24.009
LC_IV_XV_XVI_cen16 chr15_64_604800_614400 Donor armR TELR15 InternalTEL 484800 -21.452
LC_IV_XV_XVI_cen16 chr15_65_614400_624000 Donor armR TELR15 InternalTEL 475200 -18.625
LC_IV_XV_XVI_cen16 chr15_66_624000_633600 Donor armR TELR15 InternalTEL 465600 -16.034
LC_IV_XV_XVI_cen16 chr15_67_633600_643200 Donor armR TELR15 InternalTEL 456000 -13.55
LC_IV_XV_XVI_cen16 chr15_68_643200_652800 Donor armR TELR15 InternalTEL 446400 -11.306
LC_IV_XV_XVI_cen16 chr15_69_652800_662400 Donor armR TELR15 InternalTEL 436800 -9.111
LC_IV_XV_XVI_cen16 chr15_70_662400_672000 Donor armR TELR15 InternalTEL 427200 -6.603
LC_IV_XV_XVI_cen16 chr15_71_672000_681600 Donor armR TELR15 InternalTEL 417600 -5.192
LC_IV_XV_XVI_cen16 chr15_72_681600_691200 Donor armR TELR15 InternalTEL 408000 -3.839
LC_IV_XV_XVI_cen16 chr15_73_691200_700800 Donor armR TELR15 InternalTEL 398400 -1.553
LC_IV_XV_XVI_cen16 chr15_74_700800_710400 Donor armR TELR15 InternalTEL 388800 0.714
LC_IV_XV_XVI_cen16 chr15_75_710400_720000 Donor armR TELR15 InternalTEL 379200 3.205
LC_IV_XV_XVI_cen16 chr15_76_720000_729600 Donor armR TELR15 InternalTEL 369600 5.904
LC_IV_XV_XVI_cen16 chr15_77_729600_739200 Donor armR TELR15 InternalTEL 360000 8.239
LC_IV_XV_XVI_cen16 chr15_78_739200_748800 Donor armR TELR15 InternalTEL 350400 10.827
LC_IV_XV_XVI_cen16 chr15_79_748800_758400 Donor armR TELR15 InternalTEL 340800 13.113
LC_IV_XV_XVI_cen16 chr15_80_758400_768000 Donor armR TELR15 InternalTEL 331200 15.086
LC_IV_XV_XVI_cen16 chr15_81_768000_777600 Donor armR TELR15 InternalTEL 321600 17.675
LC_IV_XV_XVI_cen16 chr15_82_777600_787200 Donor armR TELR15 InternalTEL 312000 20.429
LC_IV_XV_XVI_cen16 chr15_83_787200_796800 Donor armR TELR15 InternalTEL 302400 22.841
LC_IV_XV_XVI_cen16 chr15_84_796800_806400 Donor armR TELR15 InternalTEL 292800 24.621
LC_IV_XV_XVI_cen16 chr15_85_806400_816000 Donor armR TELR15 InternalTEL 283200 26.419
LC_IV_XV_XVI_cen16 chr15_86_816000_825600 Donor armR TELR15 InternalTEL 273600 28.036
LC_IV_XV_XVI_cen16 chr15_87_825600_835200 Donor armR TELR15 InternalTEL 264000 29.303
LC_IV_XV_XVI_cen16 chr15_88_835200_844800 Donor armR TELR15 InternalTEL 254400 30.758
LC_IV_XV_XVI_cen16 chr15_89_844800_854400 Donor armR TELR15 InternalTEL 244800 33.428
LC_IV_XV_XVI_cen16 chr15_90_854400_864000 Donor armR TELR15 InternalTEL 235200 35.96
LC_IV_XV_XVI_cen16 chr15_91_864000_873600 Donor armR TELR15 InternalTEL 225600 38.381
LC_IV_XV_XVI_cen16 chr15_92_873600_883200 Donor armR TELR15 InternalTEL 216000 40.995
LC_IV_XV_XVI_cen16 chr15_93_883200_892800 Donor armR TELR15 InternalTEL 206400 44.481
LC_IV_XV_XVI_cen16 chr15_94_892800_902400 Donor armR TELR15 InternalTEL 196800 48.44
LC_IV_XV_XVI_cen16 chr15_95_902400_912000 Donor armR TELR15 InternalTEL 187200 52.321
LC_IV_XV_XVI_cen16 chr15_96_912000_921600 Donor armR TELR15 InternalTEL 177600 56.332
LC_IV_XV_XVI_cen16 chr15_97_921600_931200 Donor armR TELR15 InternalTEL 168000 60.317
LC_IV_XV_XVI_cen16 chr15_98_931200_940800 Donor armR TELR15 InternalTEL 158400 64.166
LC_IV_XV_XVI_cen16 chr15_99_940800_950400 Donor armR TELR15 InternalTEL 148800 68.559
LC_IV_XV_XVI_cen16 chr15_100_950400_960000 Donor armR TELR15 InternalTEL 139200 72.277
LC_IV_XV_XVI_cen16 chr15_101_960000_969600 Donor armR TELR15 InternalTEL 129600 76.044
LC_IV_XV_XVI_cen16 chr15_102_969600_979200 Donor armR TELR15 InternalTEL 120000 80.756
LC_IV_XV_XVI_cen16 chr15_103_979200_988800 Donor armR TELR15 InternalTEL 110400 86.205
LC_IV_XV_XVI_cen16 chr15_104_988800_998400 Donor armR TELR15 InternalTEL 100800 92.015
LC_IV_XV_XVI_cen16 chr15_105_998400_1008000 Donor armR TELR15 InternalTEL 91200 97.782
LC_IV_XV_XVI_cen16 chr15_106_1008000_1017600 Donor armR TELR15 InternalTEL 81600 104.151
LC_IV_XV_XVI_cen16 chr15_107_1017600_1027200 Donor armR TELR15 InternalTEL 72000 111.178
LC_IV_XV_XVI_cen16 chr15_108_1027200_1036800 Donor armR TELR15 InternalTEL 62400 118.898
LC_IV_XV_XVI_cen16 chr15_109_1036800_1046400 Donor armR TELR15 InternalTEL 52800 126.57
LC_IV_XV_XVI_cen16 chr15_110_1046400_1056000 Donor armR TELR15 InternalTEL 43200 135.47
LC_IV_XV_XVI_cen16 chr15_111_1056000_1065600 Donor armR TELR15 InternalTEL 33600 146.472
LC_IV_XV_XVI_cen16 chr15_112_1065600_1075200 Donor armR TELR15 InternalTEL 24000 162.119
LC_IV_XV_XVI_cen16 chr15_113_1075200_1084800 Donor armR TELR15 InternalTEL 14400 183.69
LC_IV_XV_XVI_cen16 chr15_114_1084800_1094400 Donor armR TELR15 InternalTEL 4800 200.133
LC_IV_XV_XVI_cen16 chr16_1_0_9600 Recipient armL TELL16 InternalTEL 4800 172.724
LC_IV_XV_XVI_cen16 chr16_2_9600_19200 Recipient armL TELL16 InternalTEL 14400 152.997
LC_IV_XV_XVI_cen16 chr16_3_19200_28800 Recipient armL TELL16 InternalTEL 24000 133.583
LC_IV_XV_XVI_cen16 chr16_4_28800_38400 Recipient armL TELL16 InternalTEL 33600 120.074
LC_IV_XV_XVI_cen16 chr16_5_38400_48000 Recipient armL TELL16 InternalTEL 43200 109.82
LC_IV_XV_XVI_cen16 chr16_6_48000_57600 Recipient armL TELL16 InternalTEL 52800 101.135
LC_IV_XV_XVI_cen16 chr16_7_57600_67200 Recipient armL TELL16 InternalTEL 62400 93.145
LC_IV_XV_XVI_cen16 chr16_8_67200_76800 Recipient armL TELL16 InternalTEL 72000 84.972
LC_IV_XV_XVI_cen16 chr16_9_76800_86400 Recipient armL TELL16 InternalTEL 81600 77.522
LC_IV_XV_XVI_cen16 chr16_10_86400_96000 Recipient armL TELL16 InternalTEL 91200 70.64
LC_IV_XV_XVI_cen16 chr16_11_96000_105600 Recipient armL TELL16 InternalTEL 100800 65.619
LC_IV_XV_XVI_cen16 chr16_12_105600_115200 Recipient armL TELL16 InternalTEL 110400 61.087
LC_IV_XV_XVI_cen16 chr16_13_115200_124800 Recipient armL TELL16 InternalTEL 120000 57.182
LC_IV_XV_XVI_cen16 chr16_14_124800_134400 Recipient armL TELL16 InternalTEL 129600 53.364
LC_IV_XV_XVI_cen16 chr16_15_134400_144000 Recipient armL TELL16 InternalTEL 139200 48.899
LC_IV_XV_XVI_cen16 chr16_16_144000_153600 Recipient armL TELL16 InternalTEL 148800 44.372
LC_IV_XV_XVI_cen16 chr16_17_153600_163200 Recipient armL TELL16 InternalTEL 158400 40.119
LC_IV_XV_XVI_cen16 chr16_18_163200_172800 Recipient armL TELL16 InternalTEL 168000 36.404
LC_IV_XV_XVI_cen16 chr16_19_172800_182400 Recipient armL TELL16 InternalTEL 177600 33.352
LC_IV_XV_XVI_cen16 chr16_20_182400_192000 Recipient armL TELL16 InternalTEL 187200 31.126
LC_IV_XV_XVI_cen16 chr16_21_192000_201600 Recipient armL TELL16 InternalTEL 196800 27.875
LC_IV_XV_XVI_cen16 chr16_22_201600_211200 Recipient armL TELL16 InternalTEL 206400 24.698
LC_IV_XV_XVI_cen16 chr16_23_211200_220800 Recipient armL TELL16 InternalTEL 216000 22.734
LC_IV_XV_XVI_cen16 chr16_24_220800_230400 Recipient armL TELL16 InternalTEL 225600 21.352
LC_IV_XV_XVI_cen16 chr16_25_230400_240000 Recipient armL TELL16 InternalTEL 235200 20.394
LC_IV_XV_XVI_cen16 chr16_26_240000_249600 Recipient armL TELL16 InternalTEL 244800 19.803
LC_IV_XV_XVI_cen16 chr16_27_249600_259200 Recipient armL TELL16 InternalTEL 254400 19.357
LC_IV_XV_XVI_cen16 chr16_28_259200_268800 Recipient armL TELL16 InternalTEL 264000 18.773
LC_IV_XV_XVI_cen16 chr16_29_268800_278400 Recipient armL TELL16 InternalTEL 273600 17.736
LC_IV_XV_XVI_cen16 chr16_30_278400_288000 Recipient armL TELL16 InternalTEL 283200 16.668
LC_IV_XV_XVI_cen16 chr16_31_288000_297600 Recipient armL TELL16 InternalTEL 292800 14.894
LC_IV_XV_XVI_cen16 chr16_32_297600_307200 Recipient armL TELL16 InternalTEL 302400 13.829
LC_IV_XV_XVI_cen16 chr16_33_307200_316800 Recipient armL TELL16 InternalTEL 312000 13.474
LC_IV_XV_XVI_cen16 chr16_34_316800_326400 Recipient armL TELL16 InternalTEL 321600 12.927
LC_IV_XV_XVI_cen16 chr16_35_326400_336000 Recipient armL TELL16 InternalTEL 331200 12.232
LC_IV_XV_XVI_cen16 chr16_36_336000_345600 Recipient armL TELL16 InternalTEL 340800 11.591
LC_IV_XV_XVI_cen16 chr16_37_345600_355200 Recipient armL TELL16 InternalTEL 350400 10.665
LC_IV_XV_XVI_cen16 chr16_38_355200_364800 Recipient armL TELL16 InternalTEL 360000 9.558
LC_IV_XV_XVI_cen16 chr16_39_364800_374400 Recipient armL TELL16 InternalTEL 369600 8.702
LC_IV_XV_XVI_cen16 chr16_40_374400_384000 Recipient armL TELL16 InternalTEL 379200 8.449
LC_IV_XV_XVI_cen16 chr16_41_384000_393600 Recipient armL TELL16 InternalTEL 388800 8.112
LC_IV_XV_XVI_cen16 chr16_42_393600_403200 Recipient armL TELL16 InternalTEL 398400 7.215
LC_IV_XV_XVI_cen16 chr16_43_403200_412800 Recipient armL TELL16 InternalTEL 408000 6.724
LC_IV_XV_XVI_cen16 chr16_44_412800_422400 Recipient armL TELL16 InternalTEL 417600 6.039
LC_IV_XV_XVI_cen16 chr16_45_422400_432000 Recipient armL TELL16 InternalTEL 427200 5.928
LC_IV_XV_XVI_cen16 chr16_46_432000_441600 Recipient armL TELL16 InternalTEL 436800 5.263
LC_IV_XV_XVI_cen16 chr16_47_441600_451200 Recipient armL TELL16 InternalTEL 446400 4.663
LC_IV_XV_XVI_cen16 chr16_48_451200_460800 Recipient armL TELL16 InternalTEL 456000 4.517
LC_IV_XV_XVI_cen16 chr16_49_460800_470400 Recipient armL TELL16 InternalTEL 465600 3.74
LC_IV_XV_XVI_cen16 chr16_50_470400_480000 Recipient armL TELL16 InternalTEL 475200 3.525
LC_IV_XV_XVI_cen16 chr16_51_480000_489600 Recipient armL TELL16 InternalTEL 484800 3.131
LC_IV_XV_XVI_cen16 chr16_52_489600_499200 Recipient armL TELL16 InternalTEL 494400 3.197
LC_IV_XV_XVI_cen16 chr16_53_499200_508800 Recipient armL TELL16 InternalTEL 504000 3.439
LC_IV_XV_XVI_cen16 chr16_54_508800_518400 Recipient armL TELL16 InternalTEL 513600 2.907
LC_IV_XV_XVI_cen16 chr16_55_518400_528000 Recipient armL TELL16 InternalTEL 523200 2.415
LC_IV_XV_XVI_cen16 chr16_56_528000_537600 Recipient armL TELL16 InternalTEL 532800 2.665
LC_IV_XV_XVI_cen16 chr16_57_537600_547200 Recipient armL TELL16 InternalTEL 542400 2.626
LC_IV_XV_XVI_cen16 chr16_58_547200_556800 Recipient armL TELL16 InternalTEL 552000 2.219
LC_IV_XV_XVI_cen16 chr16_59_556800_566400 Recipient armR TELR16 TerminalTEL 388800 1.374
LC_IV_XV_XVI_cen16 chr16_60_566400_576000 Recipient armR TELR16 TerminalTEL 379200 0.723
LC_IV_XV_XVI_cen16 chr16_61_576000_585600 Recipient armR TELR16 TerminalTEL 369600 0.179
LC_IV_XV_XVI_cen16 chr16_62_585600_595200 Recipient armR TELR16 TerminalTEL 360000 -0.719
LC_IV_XV_XVI_cen16 chr16_63_595200_604800 Recipient armR TELR16 TerminalTEL 350400 -1.988
LC_IV_XV_XVI_cen16 chr16_64_604800_614400 Recipient armR TELR16 TerminalTEL 340800 -2.775
LC_IV_XV_XVI_cen16 chr16_65_614400_624000 Recipient armR TELR16 TerminalTEL 331200 -2.674
LC_IV_XV_XVI_cen16 chr16_66_624000_633600 Recipient armR TELR16 TerminalTEL 321600 -3.148
LC_IV_XV_XVI_cen16 chr16_67_633600_643200 Recipient armR TELR16 TerminalTEL 312000 -3.644
LC_IV_XV_XVI_cen16 chr16_68_643200_652800 Recipient armR TELR16 TerminalTEL 302400 -4.414
LC_IV_XV_XVI_cen16 chr16_69_652800_662400 Recipient armR TELR16 TerminalTEL 292800 -4.772
LC_IV_XV_XVI_cen16 chr16_70_662400_672000 Recipient armR TELR16 TerminalTEL 283200 -5.052
LC_IV_XV_XVI_cen16 chr16_71_672000_681600 Recipient armR TELR16 TerminalTEL 273600 -4.248
LC_IV_XV_XVI_cen16 chr16_72_681600_691200 Recipient armR TELR16 TerminalTEL 264000 -3.439
LC_IV_XV_XVI_cen16 chr16_73_691200_700800 Recipient armR TELR16 TerminalTEL 254400 -3.951
LC_IV_XV_XVI_cen16 chr16_74_700800_710400 Recipient armR TELR16 TerminalTEL 244800 -4.42
LC_IV_XV_XVI_cen16 chr16_75_710400_720000 Recipient armR TELR16 TerminalTEL 235200 -5.266
LC_IV_XV_XVI_cen16 chr16_76_720000_729600 Recipient armR TELR16 TerminalTEL 225600 -5.393
